protocol,problem,algorithm,mean,std,ci95_low,ci95_high
fast_t5_n10,df8,DNSGA-II-A,0.13320336451382148,0.01716285626693238,0.12517090052558272,0.14123582850206023
fast_t5_n10,df8,DNSGA-II-B,0.12277519788048596,0.01231456045199006,0.11701180618022564,0.12853858958074635
fast_t5_n10,df8,FITO,0.09320925683757122,0.00444253149536338,0.09113008809676695,0.09528842557837552
fast_t5_n10,df8,KGB-DMOEA,0.23382452754510683,0.022166379694411993,0.223450342509948,0.2441987125802656
fast_t5_n10,df8,MDDM-DMOEA,0.1036759683751413,0.005955670063084182,0.10088862898573407,0.10646330776454853
fast_t5_n10,df8,NSGA-II,0.13422831251340106,0.009108280044645293,0.12996550623480002,0.13849111879200215
fast_t5_n10,df8,PPS-DMOEA,0.10912866192243062,0.01181703888276457,0.10359811748407244,0.11465920636078877
fast_t5_n10,df9,DNSGA-II-A,0.6220671377398261,0.057836533598268916,0.5949988067984465,0.6491354686812058
fast_t5_n10,df9,DNSGA-II-B,0.8061105601546643,0.10389357738618389,0.7574868692034274,0.8547342511059012
fast_t5_n10,df9,FITO,0.45114576969666753,0.06848847905010827,0.419092174827428,0.48319936456590706
fast_t5_n10,df9,KGB-DMOEA,1.165250383043478,0.22719907933685454,1.0589179407884879,1.2715828252984684
fast_t5_n10,df9,MDDM-DMOEA,0.5332074570518147,0.056074484193892535,0.5069637906165068,0.5594511234871224
fast_t5_n10,df9,NSGA-II,0.45139496566006665,0.07150757924823514,0.4179283884036785,0.4848615429164548
fast_t5_n10,df9,PPS-DMOEA,0.5980082325542578,0.049043811719122435,0.5750550221239625,0.6209614429845534
moderate_t10_n10,df1,DNSGA-II-A,0.18856406921110808,0.019455614627754487,0.1794585612795649,0.19766957714265132
moderate_t10_n10,df1,DNSGA-II-B,0.2782210131962171,0.02383121334760853,0.2670676620270696,0.2893743643653645
moderate_t10_n10,df1,FITO,0.10835691815756901,0.02540013463715363,0.09646928922237553,0.12024454709276251
moderate_t10_n10,df1,KGB-DMOEA,0.17852816605429012,0.020520227429653298,0.16892440399419917,0.18813192811438106
moderate_t10_n10,df1,MDDM-DMOEA,0.236056823632152,0.017942200427598577,0.2276596153491622,0.24445403191514178
moderate_t10_n10,df1,NSGA-II,0.09493484326948975,0.01121333540104645,0.08968684075778155,0.10018284578119799
moderate_t10_n10,df1,PPS-DMOEA,0.2505814343091196,0.015576700227071739,0.24329131419836567,0.2578715544198737
moderate_t10_n10,df2,DNSGA-II-A,0.12898109686453016,0.010405918259450092,0.12411097720707942,0.1338512165219809
moderate_t10_n10,df2,DNSGA-II-B,0.289883699421222,0.017525442910409965,0.2816815396602602,0.29808585918218367
moderate_t10_n10,df2,FITO,0.2175243365621625,0.020523055434903938,0.20791925095487282,0.22712942216945217
moderate_t10_n10,df2,KGB-DMOEA,0.13060365996538953,0.011999521952044555,0.1249877108216806,0.13621960910909844
moderate_t10_n10,df2,MDDM-DMOEA,0.2714229844553449,0.023333212880269395,0.2605027046793161,0.28234326423137385
moderate_t10_n10,df2,NSGA-II,0.09731462038419966,0.02107539070722167,0.08745103391229142,0.1071782068561079
moderate_t10_n10,df2,PPS-DMOEA,0.28222664400170216,0.01786805672990333,0.27386413603737897,0.29058915196602525
moderate_t10_n10,df3,DNSGA-II-A,0.6835282134703852,0.10670459815756692,0.6335889243013956,0.733467502639375
moderate_t10_n10,df3,DNSGA-II-B,0.6509883565449371,0.11329640347424953,0.5979640075234245,0.7040127055664498
moderate_t10_n10,df3,FITO,0.33642810648073707,0.11582820250087607,0.28221883904060324,0.3906373739208708
moderate_t10_n10,df3,KGB-DMOEA,0.5536576858439288,0.07639632408550646,0.5179031055743868,0.5894122661134711
moderate_t10_n10,df3,MDDM-DMOEA,0.5418256757285145,0.14534215010235008,0.47380345562056814,0.6098478958364606
moderate_t10_n10,df3,NSGA-II,0.4656946796662246,0.11986555721604221,0.4095958720555656,0.5217934872768835
moderate_t10_n10,df3,PPS-DMOEA,0.5760458567540682,0.15199420300922267,0.5049103800534379,0.6471813334546982
moderate_t10_n10,df4,DNSGA-II-A,0.9161066215224771,0.12935454773394586,0.8555668296470573,0.9766464133978969
moderate_t10_n10,df4,DNSGA-II-B,0.8956150338305605,0.11871170890766589,0.8400562438510447,0.9511738238100759
moderate_t10_n10,df4,FITO,0.4353231786588184,0.10059232510708516,0.38824452133342635,0.4824018359842105
moderate_t10_n10,df4,KGB-DMOEA,0.9018216313566991,0.12819896707119277,0.8418226678792279,0.9618205948341702
moderate_t10_n10,df4,MDDM-DMOEA,0.8071569524065682,0.1073115591346505,0.7569335967561686,0.8573803080569677
moderate_t10_n10,df4,NSGA-II,0.8062779504436712,0.11398079475415666,0.7529332964435339,0.8596226044438086
moderate_t10_n10,df4,PPS-DMOEA,0.8100176671962375,0.10674258018634113,0.7600606018905965,0.8599747325018788
moderate_t10_n10,df5,DNSGA-II-A,0.1919691094010817,0.012495450908985314,0.1861210583609637,0.19781716044119974
moderate_t10_n10,df5,DNSGA-II-B,0.18177786589812592,0.012980038255154714,0.17570302099883184,0.18785271079742
moderate_t10_n10,df5,FITO,0.08450463341828333,0.009446021994894747,0.08008375904131318,0.08892550779525352
moderate_t10_n10,df5,KGB-DMOEA,0.19013359146387923,0.01965741817846636,0.18093363656333616,0.1993335463644223
moderate_t10_n10,df5,MDDM-DMOEA,0.16261111661394062,0.015245328594217171,0.15547608320124146,0.16974615002663979
moderate_t10_n10,df5,NSGA-II,0.14199532918773486,0.020913087465380842,0.1322077029712168,0.15178295540425296
moderate_t10_n10,df5,PPS-DMOEA,0.17156765134000987,0.01735395461646707,0.16344575057114577,0.1796895521088739
moderate_t10_n10,df6,DNSGA-II-A,11.133429603148791,0.9364046750977019,10.695178724964103,11.571680481333482
moderate_t10_n10,df6,DNSGA-II-B,12.712979873270282,1.544807403464178,11.989987753304899,13.435971993235668
moderate_t10_n10,df6,FITO,7.335842207147141,1.893866484263007,6.4494854086762095,8.222199005618073
moderate_t10_n10,df6,KGB-DMOEA,10.885658859826922,1.01080974756352,10.412585335817512,11.358732383836331
moderate_t10_n10,df6,MDDM-DMOEA,9.80473908342726,0.8066598259958038,9.42721066378104,10.182267503073483
moderate_t10_n10,df6,NSGA-II,7.2539828631173195,1.790485820778697,6.4160097045022955,8.091956021732345
moderate_t10_n10,df6,PPS-DMOEA,10.999837268035495,1.5864369641479206,10.257361913937187,11.742312622133804
moderate_t10_n10,df7,DNSGA-II-A,0.2836508911667981,0.05853365134139152,0.2562562990786662,0.31104548325493
moderate_t10_n10,df7,DNSGA-II-B,0.26707225665266565,0.05265723671431521,0.24242791126810223,0.2917166020372291
moderate_t10_n10,df7,FITO,0.1851719439511399,0.1344407726802321,0.1222517255265657,0.24809216237571402
