family,protocol,problem,baseline,fito_mean,baseline_mean,mann_whitney_u,p_value,fito_better,cliffs_delta,fito_ci95_low,fito_ci95_high,baseline_ci95_low,baseline_ci95_high,holm_p_value,holm_family_size,holm_scope
dynamic_budget,severe_t10_n20,df2,KGB-DMOEA,0.18784327499631068,0.11321058985779495,398.0,9.172772711656482e-08,False,0.99,0.17606686874236865,0.1996196812502527,0.10732783718315908,0.11909334253243081,1.1008896507640843e-05,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df2,MDDM-DMOEA,0.18784327499631068,0.20795247788344456,122.0,0.03604832666418314,True,-0.39,0.17606686874236865,0.1996196812502527,0.19559341950270948,0.22031153626417965,0.6128215532911133,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df2,NSGA-II,0.18784327499631068,0.0658674096460837,400.0,6.79561512817336e-08,False,1.0,0.17606686874236865,0.1996196812502527,0.06034772602964752,0.07138709326251988,1.1008896507640843e-05,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df2,PPS-DMOEA,0.18784327499631068,0.21466173859353535,87.0,0.0023412726074935374,True,-0.565,0.17606686874236865,0.1996196812502527,0.20442099197102065,0.22490248521605005,0.049166724757364284,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df3,DNSGA-II-A,0.2510385733769941,0.5378451031360652,32.0,5.873574095711031e-06,True,-0.84,0.18743079172011373,0.31464635503387445,0.48315160449405126,0.592538601778079,0.0002995522788812626,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df3,DNSGA-II-B,0.2510385733769941,0.5235353440357806,30.0,4.540079639937965e-06,True,-0.85,0.18743079172011373,0.31464635503387445,0.4646173741521172,0.5824533139194441,0.0002451643005566501,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df3,KGB-DMOEA,0.2510385733769941,0.4450190533955244,39.0,1.414879700842589e-05,True,-0.805,0.18743079172011373,0.31464635503387445,0.41815341573301557,0.4718846910580332,0.0005942494743538874,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df3,MDDM-DMOEA,0.2510385733769941,0.42945109050485336,41.0,1.8074477738835562e-05,True,-0.795,0.18743079172011373,0.31464635503387445,0.3717606698387528,0.48714151117095394,0.0007410535872922581,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df3,NSGA-II,0.2510385733769941,0.42879688997412774,37.0,1.1044712116768222e-05,True,-0.815,0.18743079172011373,0.31464635503387445,0.37339580347044365,0.4841979764778118,0.00049701204525457,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df3,PPS-DMOEA,0.2510385733769941,0.4438995211013938,37.0,1.1044712116768222e-05,True,-0.815,0.18743079172011373,0.31464635503387445,0.3880263711500241,0.4997726710527635,0.00049701204525457,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df4,DNSGA-II-A,0.38885916876710047,0.8696680011592207,1.0,7.898033666674663e-08,True,-0.995,0.34034089958527647,0.4373774379489245,0.8112150526042925,0.9281209497141489,1.1008896507640843e-05,162,dynamic_budget_162_comparisons
dynamic_budget,severe_t10_n20,df4,DNSGA-II-B,0.38885916876710047,0.8444482718549425,1.0,7.898033666674663e-08,True,-0.995,0.34034089958527647,0.4373774379489245,0.7889522715943094,0.8999442721155757,1.1008896507640843e-05,162,dynamic_budget_162_comparisons
